Transaction_ID,Order_Date,Customer_Reference_ID,Item_SKU,Quantity_Purchased,Total_Revenue_Logged,Marketing_Channel,Time_to_Ship_Days,Refund_Applied
T8687,2025-05-02,cust_2208,Wig-BLOND-14,1,4500.0 GHS,Google_Ads,43,N
T8688,05/09/25,cust_1398,ACC-10,1,227.0 GHS,Organic,3,N
T8689,2024-12-26,cust_2152,Wig-LUX-26,2,25000.0 GHS,Email,32,Y
T8690,18-Sep-2025,C4800,ACC-21,3,55200 NGN,Organic,5,N
T8691,02/08/24,C1528,Wig-SWISS-18,1,293.34 USD,Organic,6,NULL
T8692,2025-07-04,cust_3709,ACC-11,3,537.0 GHS,Meta Paid,7,N
T8693,2025-07-21,C5310,ACC-5,2,548.0 GHS,Google_Ads,4,Y
T8694,04/10/24,C818,Wig-RED-14,1,466666 NGN,Referral,28,N
T8695,25/08/25,cust_3717,ACC-9,2,55.39 USD,Organic,6,NULL
T8696,04-Aug-2024,cust_5495,ACC-19,2,328.0 GHS,Organic,5,N
T8697,30-Jan-2025,C4310,ACC-16,1,252.0 GHS,Organic,4,NULL
T8698,08-May-2025,cust_3649,ACC-9,1,309.0 GHS,Meta Paid,5,N
T8699,15/07/25,C2031,acc-25,2,490.0 GHS,Organic,6,N
T8700,2025-07-17,C272,ACC-7,1,291.0 GHS,Google_Ads,6,N
T8701,10/12/24,cust_2071,ACC-3,2,608.0 GHS,Email,4,N
T8702,22-Oct-2024,C5104,Wig-AFRO,2,7000.0 GHS,Organic,44,N
T8703,29/04/25,C1200,Wig-WAVY-20,3,24000.0 GHS,Organic,20,N
T8704,07-May-2025,C1492,Wig-CURL-32,3,42000.0 GHS,Organic,7,N
T8705,10/09/25,cust_2612,ACC-9,1,309.0 GHS,Organic,6,Y
T8706,28-Apr-2025,C2833,ACC-21,3,61.89 USD,Organic,3,N
T8707,2024-07-07,cust_1267,Wig-Short-10,3,11400.0 GHS,Organic,26,N
T8708,07-Aug-2024,C3844,Wig-Bone-30,2,15600.0 GHS,Email,29,TRUE
T8709,2025-07-26,C1112,Wig-LUX-26,1,12500.0 GHS,Google_Ads,25,N
T8710,25/08/24,C4076,Wig-HDC-24,2,19000.0 GHS,Email,6,TRUE
T8711,13/03/25,C750,Wig-AFRO,3,10500.0 GHS,Referral,3,N
T8712,12-Oct-2024,cust_5263,ACC-3,3,912.0 GHS,Referral,5,N
T8713,23-Jul-2025,cust_4097,Wig-LUX-26,3,37500.0 GHS,Meta Paid,36,Y
T8714,13/11/24,C4264,Wig-OMBRE-22,2,921.27 USD,Organic,7,N
T8715,31-Jan-2025,C3505,ACC-24,1,149.0 GHS,Email,5,TRUE
T8716,2025-09-28,C2678,ACC-13,1,215.0 GHS,Email,4,Y
T8717,01-Aug-2024,C2698,ACC-22,1,118.0 GHS,Organic,5,N
T8718,23-Jul-2024,cust_2900,ACC-5,3,822.0 GHS,Organic,6,N
T8719,25/01/25,cust_2410,Wig-RED-14,3,21000.0 GHS,Email,6,N
T8720,14/10/25,cust_3833,ACC-19,2,328.0 GHS,Organic,5,N
T8721,2025-08-23,C2546,Wig-RED-14,1,7000.0 GHS,Google_Ads,27,N
T8722,15-Apr-2025,C1000,ACC-15,3,831.0 GHS,Organic,7,Y
T8723,13/11/24,C2310,Wig-Short-10,2,7600.0 GHS,Email,6,Y
T8724,17-Nov-2024,C453,Wig-Tpart-12,2,7000.0 GHS,Organic,34,NULL
T8725,24/04/25,C974,Wig-STRA-16,2,13000.0 GHS,Email,33,N
T8726,22/02/25,cust_410,Wig-CURL-32,1,14000.0 GHS,Organic,7,N
T8727,12/11/24,cust_623,ACC-22,2,236.0 GHS,Email,4,NULL
T8728,2024-08-19,C4696,Wig-LUX-26,3,37500.0 GHS,Organic,3,N
T8729,19-Apr-2025,C3787,Wig-HDC-24,1,9500.0 GHS,Organic,3,N
T8730,25-Jan-2025,cust_84,ACC-21,2,552.0 GHS,Organic,4,N
T8731,2025-04-11,C1620,ACC-17,2,388.0 GHS,Organic,5,N
T8732,27-Jul-2025,C4680,ACC-1,2,43.86 USD,Google_Ads,6,N
T8733,2024-10-10,cust_58,ACC-16,2,504.0 GHS,Email,4,N
T8734,03-Aug-2025,cust_5063,ACC-9,1,309.0 GHS,Organic,4,N
T8735,11-Dec-2024,cust_4926,Wig-Bone-30,1,7800.0 GHS,Organic,27,N
T8736,06-Oct-2025,C324,ACC-21,1,276.0 GHS,Organic,7,TRUE
T8737,2025-05-13,C1668,Wig-WAVY-20,2,16000.0 GHS,Meta Paid,20,N
T8738,2025-02-19,cust_1120,Wig-OMBRE-22,3,1360000 NGN,Referral,4,N
T8739,05-Jul-2024,cust_5495,Wig-Bone-30,1,7800.0 GHS,Referral,4,N
T8740,2024-09-16,C4524,ACC-9,3,927.0 GHS,Referral,7,N
T8741,20-Jan-2025,cust_1754,Wig-BLOND-14,-1,-4500.0 GHS,Referral,3,NULL
T8742,16-Sep-2025,cust_1590,ACC-21,1,276.0 GHS,Email,4,Y
T8743,14/01/25,C3438,Wig-Bone-30,3,1752.65 USD,Referral,3,TRUE
T8744,05-Nov-2025,C3455,Wig-UPART-28,3,29700.0 GHS,Referral,6,N
T8745,05-Jan-2025,cust_3732,Wig-WAVY-20,1,8000.0 GHS,Referral,41,N
T8746,22/03/25,C1540,Wig-WAVY-20,2,16000.0 GHS,Organic,5,NULL
T8747,18-Sep-2025,cust_2189,Wig-LUX-26,1,12500.0 GHS,Email,31,N
T8748,07/01/25,cust_3970,Wig-HDShort,1,6500.0 GHS,Referral,35,TRUE
T8749,18-Feb-2025,C4634,ACC-21,2,42.63 USD,Email,5,TRUE
T8750,28/10/25,C2872,ACC-5,1,274.0 GHS,Organic,5,NULL
T8751,02-Jun-2025,C1830,ACC-21,2,552.0 GHS,Google_Ads,6,N
T8752,02-Apr-2025,C5216,Wig-AFRO,3,10500.0 GHS,Organic,7,TRUE
T8753,2024-07-21,C111,ACC-23,1,14933 NGN,Referral,4,N
T8754,2025-07-30,cust_5091,ACC-10,1,227.0 GHS,Meta Paid,3,N
T8755,06-Feb-2025,cust_2143,ACC-9,3,927.0 GHS,Organic,4,N
T8756,2025-10-13,C2162,ACC-5,1,23.48 USD,Organic,4,Y
T8757,2024-08-07,cust_138,ACC-3,1,304.0 GHS,Email,4,N
T8758,29/04/25,C2253,Wig-SWISS-18,2,8400.0 GHS,Referral,29,N
T8759,02/04/25,cust_1315,ACC-18,3,546.0 GHS,Organic,3,N
T8760,27/07/25,cust_2533,ACC-16,1,252.0 GHS,Organic,3,N
T8761,2024-08-18,C1930,ACC-7,1,291.0 GHS,Organic,5,N
T8762,10-Aug-2024,cust_1449,Wig-SWISS-18,2,8400.0 GHS,Organic,35,N
T8763,2024-10-24,cust_610,ACC-5,1,274.0 GHS,Organic,5,N
T8764,2025-02-05,cust_1616,acc-25,1,245.0 GHS,Organic,4,TRUE
T8765,2025-02-14,cust_824,acc-25,1,16333 NGN,Email,3,TRUE
T8766,2024-11-23,C1038,ACC-5,1,274.0 GHS,Organic,6,N
T8767,2024-09-18,cust_1275,Wig-RED-14,3,21000.0 GHS,Organic,6,N
T8768,13-May-2025,cust_89,ACC-17,3,582.0 GHS,Meta Paid,4,NULL
T8769,19/01/25,cust_3407,ACC-12,3,474.0 GHS,Organic,4,NULL
T8770,13/07/24,cust_3956,ACC-16,3,756.0 GHS,Email,7,N
T8771,08/04/25,C5260,ACC-13,2,430.0 GHS,Organic,3,N
T8772,25/05/25,cust_1665,ACC-3,2,608.0 GHS,Meta Paid,7,N
T8773,27/11/24,C1814,acc-25,2,490.0 GHS,Email,3,N
T8774,2025-03-28,C2363,ACC-22,3,354.0 GHS,Organic,5,N
T8775,2024-10-23,cust_1022,Wig-SWISS-18,3,12600.0 GHS,Organic,3,TRUE
T8776,2025-10-01,C5000,ACC-1,1,263.0 GHS,Organic,5,N
T8777,2024-08-01,C3240,Wig-STRA-16,2,13000.0 GHS,Referral,27,N
T8778,2025-05-12,cust_4252,Wig-SWISS-18,2,8400.0 GHS,Organic,25,Y
T8779,10/07/24,cust_4938,ACC-15,1,277.0 GHS,Organic,6,N
T8780,28/09/24,C4797,ACC-24,3,447.0 GHS,Organic,6,N
T8781,2025-02-27,C2040,ACC-6,1,9.83 USD,Email,6,N
T8782,2024-12-14,C1693,ACC-12,2,21066 NGN,Referral,7,N
T8783,29-Mar-2025,cust_2857,ACC-19,3,32800 NGN,Organic,3,N
T8784,05/07/25,C5046,Wig-OMBRE-22,1,6800.0 GHS,Meta Paid,28,N
T8785,24-Nov-2024,C456,ACC-10,1,227.0 GHS,Organic,5,Y
T8786,07/08/25,C873,Wig-OMBRE-22,2,13600.0 GHS,Organic,4,N
T8787,2024-12-03,C4374,acc-25,2,490.0 GHS,Organic,7,N
T8788,30-Jun-2025,C3038,Wig-Short-10,1,3800.0 GHS,Meta Paid,42,N
T8789,25-Aug-2025,C1356,ACC-19,2,328.0 GHS,Google_Ads,5,N
T8790,01/08/24,cust_1032,Wig-LUX-26,2,25000.0 GHS,Email,23,N
T8791,26/07/25,C2705,Wig-Short-10,3,11400.0 GHS,Google_Ads,6,N
T8792,27/07/25,C800,ACC-1,2,526.0 GHS,Google_Ads,3,TRUE
T8793,2025-10-06,C2778,Wig-HDShort,20,11140.76 USD,Organic,3,N
T8794,2025-05-03,C3874,ACC-15,1,277.0 GHS,Meta Paid,7,N
T8795,21/10/24,cust_1325,Wig-SWISS-18,2,8400.0 GHS,Organic,3,N
T8796,28/09/24,cust_3234,ACC-5,3,822.0 GHS,Organic,6,N
T8797,08/08/25,C2089,ACC-17,3,582.0 GHS,Meta Paid,6,NULL
T8798,2025-02-26,cust_2870,ACC-8,1,239.0 GHS,Organic,4,Y
T8799,07-Mar-2025,cust_1366,acc-25,3,735.0 GHS,Email,5,N
T8800,15/11/24,cust_3625,Wig-WAVY-20,1,8000.0 GHS,Organic,35,N
T8801,22/08/24,C1420,Wig-Bone-30,2,15600.0 GHS,Email,3,N
T8802,11/09/24,C1803,ACC-19,1,164.0 GHS,Referral,5,TRUE
T8803,06/04/25,C5204,ACC-21,3,828.0 GHS,Organic,4,N
T8804,31-Aug-2025,cust_359,ACC-19,3,492.0 GHS,Meta Paid,3,N
T8805,2024-12-30,C3668,ACC-6,3,23800 NGN,Organic,5,N
T8806,2025-08-17,C4360,ACC-14,1,117.0 GHS,Google_Ads,5,NULL
T8807,2024-11-22,cust_3647,Wig-Short-10,2,491.43 USD,Organic,45,Y
T8808,2024-12-07,C4977,ACC-13,2,430.0 GHS,Organic,7,N
T8809,26/08/24,cust_2398,ACC-16,3,756.0 GHS,Email,4,N
T8810,2025-05-12,C1860,ACC-12,2,316.0 GHS,Meta Paid,6,N
T8811,01-Oct-2025,C2232,ACC-7,1,291.0 GHS,Email,4,TRUE
T8812,20-Aug-2025,C5428,Wig-STRA-16,2,1107.01 USD,Google_Ads,7,N
T8813,20/07/25,C2418,Wig-HDC-24,2,1674.43 USD,Google_Ads,22,NULL
T8814,12/07/24,C329,Wig-OMBRE-22,2,13600.0 GHS,Organic,7,Y
T8815,03-Sep-2025,cust_3815,ACC-22,3,354.0 GHS,Organic,6,Y
T8816,03-Nov-2024,C4430,ACC-9,3,61800 NGN,Referral,5,NULL
T8817,22/05/25,C4105,ACC-1,2,526.0 GHS,Google_Ads,4,N
T8818,2024-10-22,cust_3623,Wig-SWISS-18,2,8400.0 GHS,Organic,5,N
T8819,2025-08-20,C1540,ACC-14,3,351.0 GHS,Meta Paid,3,TRUE
T8820,2024-08-29,cust_256,Wig-Tpart-12,2,7000.0 GHS,Organic,6,N
T8821,2024-11-03,cust_4639,Wig-HDShort,2,866666 NGN,Organic,7,NULL
T8822,22-Sep-2024,C153,Wig-OMBRE-22,3,20400.0 GHS,Organic,34,N
T8823,15/10/25,C4600,ACC-8,2,40.91 USD,Email,4,N
T8824,22-Feb-2025,cust_2552,Wig-AFRO,2,7000.0 GHS,Organic,6,TRUE
T8825,03-Feb-2025,C3160,Wig-Bone-30,1,610.68 USD,Organic,31,Y
T8826,10-Dec-2024,C1330,acc-25,2,490.0 GHS,Email,5,NULL
T8827,2025-10-30,C1296,ACC-19,3,492.0 GHS,Email,4,NULL
T8828,17/07/25,C1540,ACC-1,3,789.0 GHS,Meta Paid,5,N
T8829,2024-09-25,C260,Wig-UPART-28,2,1320000 NGN,Referral,28,Y
T8830,15/08/24,C271,Wig-BLOND-14,3,13500.0 GHS,Referral,7,N
T8831,2025-07-06,cust_1665,ACC-23,1,224.0 GHS,Organic,6,N
T8832,03/12/24,C4655,ACC-21,2,552.0 GHS,Referral,5,TRUE
T8833,16-Aug-2025,cust_2862,Wig-Tpart-12,2,7000.0 GHS,Google_Ads,5,NULL
T8834,25/01/25,C2320,ACC-9,2,48.61 USD,Organic,7,N
T8835,24-Oct-2024,cust_3010,Wig-WAVY-20,1,8000.0 GHS,Organic,3,N
T8836,30-Jul-2024,C1462,ACC-1,2,526.0 GHS,Organic,3,N
T8837,2024-07-28,C842,Wig-SWISS-18,1,4200.0 GHS,Organic,45,N
T8838,2025-03-07,C2606,Wig-AFRO,2,541.37 USD,Organic,36,Y
T8839,2025-10-06,C1438,Wig-Bone-30,2,1336.14 USD,Email,37,N
T8840,06-Mar-2025,C3359,ACC-23,1,224.0 GHS,Organic,6,TRUE
T8841,2024-08-02,cust_1216,acc-4,2,654.0 GHS,Email,3,N
T8842,2024-12-23,C4430,Wig-HDC-24,3,1900000 NGN,Email,6,N
T8843,2024-07-24,cust_3222,Wig-HDC-24,1,633333 NGN,Organic,3,N
T8844,09/12/24,C2500,ACC-18,2,364.0 GHS,Referral,6,N
T8845,2025-01-27,C1410,Wig-SWISS-18,1,315.88 USD,Organic,26,N
T8846,14/07/25,C5123,acc-4,2,654.0 GHS,Meta Paid,3,Y
T8847,04-Aug-2024,C1785,ACC-24,2,20.5 USD,Organic,6,N
T8848,18-Jul-2025,cust_1303,Wig-SWISS-18,3,12600.0 GHS,Meta Paid,5,N
T8849,2025-01-04,cust_4843,Wig-HDShort,2,13000.0 GHS,Organic,39,N
T8850,12-Apr-2025,cust_3640,ACC-3,2,608.0 GHS,Organic,4,N
T8851,06/11/24,C1651,Wig-RED-14,3,21000.0 GHS,Organic,39,N
T8852,31-Jul-2024,C2528,Wig-WAVY-20,3,24000.0 GHS,Email,36,Y
T8853,05/06/25,C5660,ACC-9,3,61800 NGN,Meta Paid,3,N
T8854,2024-11-19,cust_3977,Wig-LUX-26,3,2524.52 USD,Organic,27,N
T8855,03/11/25,cust_2838,ACC-16,1,252.0 GHS,Organic,7,N
T8856,03/11/24,C5394,Wig-SWISS-18,1,4200.0 GHS,Organic,5,N
T8857,2024-09-09,cust_2618,acc-4,3,981.0 GHS,Organic,4,N
T8858,2025-03-28,C3723,Wig-AFRO,2,7000.0 GHS,Organic,3,N
T8859,2024-12-10,C216,Wig-BLOND-14,3,13500.0 GHS,Email,5,NULL
T8860,12-Oct-2024,C4142,Wig-Short-10,3,11400.0 GHS,Organic,3,N
T8861,05-Jul-2025,C4991,ACC-10,3,681.0 GHS,Meta Paid,5,N
T8862,2024-12-02,C5083,Wig-UPART-28,1,9900.0 GHS,Organic,3,N
T8863,2024-07-05,C4134,Wig-SWISS-18,2,8400.0 GHS,Organic,3,N
T8864,01-Jan-2025,cust_4097,ACC-15,3,831.0 GHS,Email,4,N
T8865,27/02/25,cust_3643,Wig-HDShort,3,19500.0 GHS,Referral,30,N
T8866,25-Oct-2025,C1786,Wig-RED-14,3,21000.0 GHS,Organic,6,N
T8867,23-Sep-2024,C5042,ACC-13,3,42.13 USD,Referral,7,N
T8868,24/10/25,C3359,Wig-Tpart-12,3,10500.0 GHS,Referral,4,N
T8869,2025-07-16,cust_1752,ACC-15,3,71.04 USD,Meta Paid,3,N
T8870,2025-01-11,C5158,ACC-8,3,717.0 GHS,Organic,7,TRUE
T8871,2025-08-14,cust_1608,Wig-Tpart-12,1,3500.0 GHS,Google_Ads,36,N
T8872,24-May-2025,C4219,Wig-HDC-24,3,28500.0 GHS,Google_Ads,39,N
T8873,21-Mar-2025,C385,ACC-14,-1,-117.0 GHS,Organic,6,N
T8874,19-Jun-2025,cust_1357,ACC-6,3,30.1 USD,Meta Paid,7,N
T8875,13-Aug-2025,C2383,ACC-11,1,179.0 GHS,Organic,3,N
T8876,25-Aug-2025,cust_5128,ACC-12,1,158.0 GHS,Google_Ads,5,N
T8877,19/09/25,cust_3622,Wig-BLOND-14,1,381.49 USD,Organic,3,N
T8878,09-May-2025,cust_1024,ACC-22,1,10.33 USD,Google_Ads,5,TRUE
T8879,30/07/24,C1277,Wig-Short-10,3,809.69 USD,Referral,45,N
T8880,01/07/25,cust_1072,ACC-15,3,55400 NGN,Meta Paid,3,N
T8881,07-Oct-2024,cust_5444,Wig-SWISS-18,3,12600.0 GHS,Organic,24,N
T8882,2025-08-06,C5540,ACC-23,3,57.9 USD,Meta Paid,5,Y
T8883,07/05/25,C5225,Wig-LUX-26,2,1666666 NGN,Organic,7,TRUE
T8884,03/05/25,C993,Wig-Short-10,2,7600.0 GHS,Google_Ads,5,Y
T8885,2025-09-10,cust_330,ACC-12,2,316.0 GHS,Organic,5,N
T8886,2025-01-16,C643,Wig-SWISS-18,2,8400.0 GHS,Organic,40,N
T8887,26-Feb-2025,C2411,ACC-15,1,21.67 USD,Organic,3,NULL
T8888,2024-09-18,C1173,ACC-9,3,927.0 GHS,Referral,7,N
T8889,21-Sep-2024,cust_283,ACC-10,3,47.08 USD,Organic,4,N
T8890,09-Aug-2024,cust_1434,ACC-9,3,927.0 GHS,Organic,7,NULL
T8891,15-Nov-2024,C1165,ACC-9,1,309.0 GHS,Email,4,N
T8892,2024-10-18,C1645,ACC-12,2,316.0 GHS,Email,5,N
T8893,2025-03-31,cust_25,Wig-RED-14,2,14000.0 GHS,Referral,6,N
T8894,09/08/24,cust_3748,ACC-6,3,24.1 USD,Organic,6,N
T8895,2024-10-08,cust_2259,Wig-CURL-32,3,2929.63 USD,Email,7,N
T8896,2024-07-14,C1243,ACC-21,3,828.0 GHS,Organic,5,TRUE
T8897,24-Jan-2025,C1509,ACC-23,2,448.0 GHS,Organic,7,TRUE
T8898,27/05/25,cust_2612,ACC-13,2,430.0 GHS,Meta Paid,5,N
T8899,22-May-2025,C366,Wig-OMBRE-22,1,6800.0 GHS,Google_Ads,26,N
T8900,08-May-2025,C4291,Wig-HDC-24,2,19000.0 GHS,Google_Ads,38,N
T8901,05-Mar-2025,cust_4971,ACC-17,3,582.0 GHS,Organic,5,N
T8902,30/03/25,cust_3937,Wig-WAVY-20,1,607.71 USD,Referral,28,Y
T8903,23/08/24,C458,ACC-21,2,36800 NGN,Email,3,Y
T8904,17/10/24,cust_256,ACC-19,2,328.0 GHS,Organic,7,N
T8905,03-Feb-2025,cust_4565,Wig-LUX-26,3,37500.0 GHS,Referral,7,NULL
T8906,2024-11-22,cust_1710,ACC-15,2,554.0 GHS,Email,6,N
T8907,17-Nov-2024,C5380,ACC-3,1,21.12 USD,Organic,7,N
T8908,01/07/24,C2503,ACC-24,2,298.0 GHS,Organic,4,N
T8909,05/11/25,C2657,ACC-22,1,118.0 GHS,Organic,6,NULL
T8910,31/08/24,C2240,Wig-Tpart-12,1,233333 NGN,Organic,6,NULL
T8911,20-Jul-2025,cust_3704,ACC-12,3,41.86 USD,Meta Paid,7,N
T8912,14-Sep-2024,C1453,Wig-Tpart-12,2,7000.0 GHS,Organic,3,N
T8913,04-Jul-2025,C3818,ACC-7,3,58200 NGN,Meta Paid,7,Y
T8914,2025-07-17,C866,ACC-9,3,82.71 USD,Organic,6,N
T8915,21/10/25,C5295,Wig-CURL-32,1,14000.0 GHS,Referral,7,N
T8916,2024-09-22,cust_2389,ACC-22,1,118.0 GHS,Referral,5,N
T8917,2025-04-25,C134,ACC-10,1,227.0 GHS,Referral,6,N
T8918,14/11/24,C4576,Wig-AFRO,3,10500.0 GHS,Email,21,N
T8919,02/01/25,C3158,ACC-17,2,25866 NGN,Email,4,Y
T8920,10-May-2025,cust_2282,Wig-Short-10,2,7600.0 GHS,Meta Paid,4,N
T8921,11/06/25,C700,Wig-Tpart-12,1,311.9 USD,Meta Paid,4,N
T8922,10-Dec-2024,C885,Wig-SWISS-18,1,4200.0 GHS,Referral,42,NULL
T8923,2024-12-21,cust_1023,ACC-15,2,554.0 GHS,Email,3,NULL
T8924,2025-08-20,cust_752,ACC-7,2,51.35 USD,Google_Ads,6,Y
T8925,10/06/25,cust_657,Wig-HDShort,3,19500.0 GHS,Meta Paid,25,N
T8926,2025-01-30,C5322,Wig-OMBRE-22,1,6800.0 GHS,Organic,31,N
T8927,2025-03-22,C2162,Wig-BLOND-14,3,1083.87 USD,Referral,24,N
T8928,06-Sep-2024,cust_3366,ACC-18,1,182.0 GHS,Organic,6,N
T8929,09-May-2025,C1396,acc-4,2,654.0 GHS,Organic,7,N
T8930,31-Jan-2025,C1126,ACC-24,2,298.0 GHS,Organic,5,N
T8931,14-Oct-2024,C2863,ACC-9,1,309.0 GHS,Organic,7,N
T8932,01/01/25,C3827,ACC-2,1,154.0 GHS,Referral,5,N
T8933,2024-07-31,cust_1523,Wig-SWISS-18,3,12600.0 GHS,Email,7,N
T8934,26-Oct-2024,cust_4119,Wig-SWISS-18,2,8400.0 GHS,Email,5,TRUE
T8935,16/08/24,C2330,ACC-7,1,20.49 USD,Referral,4,N
T8936,2024-07-17,C3539,ACC-23,1,224.0 GHS,Email,4,NULL
T8937,11/05/25,cust_3542,ACC-13,3,645.0 GHS,Google_Ads,5,N
T8938,27-Aug-2025,C5600,ACC-13,1,215.0 GHS,Organic,5,NULL
T8939,15/03/25,cust_1489,ACC-5,2,548.0 GHS,Organic,7,N
T8940,01/08/24,C1746,ACC-17,2,388.0 GHS,Email,4,TRUE
T8941,2025-07-23,cust_4679,ACC-6,3,23800 NGN,Meta Paid,7,N
T8942,2025-04-20,cust_5090,Wig-AFRO,2,7000.0 GHS,Email,6,N
T8943,13/09/25,C5700,Wig-CURL-32,3,42000.0 GHS,Organic,6,N
T8944,2024-08-28,cust_298,ACC-20,2,194.0 GHS,Referral,6,N
T8945,2025-01-07,cust_4697,ACC-10,3,681.0 GHS,Organic,4,N
T8946,2025-04-07,C4465,ACC-13,3,43000 NGN,Email,4,N
T8947,2025-09-22,cust_3504,ACC-23,3,672.0 GHS,Organic,6,N
T8948,20-Nov-2024,cust_2794,ACC-23,1,15.95 USD,Email,5,TRUE
T8949,06-Nov-2024,cust_77,ACC-7,3,873.0 GHS,Referral,5,N
T8950,12-Mar-2025,cust_5020,Wig-Bone-30,3,23400.0 GHS,Organic,41,N
T8951,06-Jul-2024,cust_5316,ACC-1,2,526.0 GHS,Organic,3,N
T8952,22-Dec-2024,C4238,ACC-3,3,912.0 GHS,Referral,6,N
T8953,2025-02-19,C3925,Wig-WAVY-20,3,24000.0 GHS,Email,4,N
T8954,01/02/25,C2227,Wig-UPART-28,1,9900.0 GHS,Email,26,NULL
T8955,01-Aug-2024,C3389,Wig-SWISS-18,1,4200.0 GHS,Organic,23,N
T8956,20/07/24,cust_5445,ACC-14,1,8.06 USD,Referral,3,N
T8957,2025-04-13,C1685,ACC-14,1,9.2 USD,Email,7,N
T8958,05-Sep-2024,C280,ACC-9,1,309.0 GHS,Organic,3,N
T8959,22-Oct-2025,cust_3566,ACC-12,3,42.23 USD,Referral,6,N
T8960,25/12/24,cust_37,ACC-2,2,308.0 GHS,Referral,5,N
T8961,10-Dec-2024,C639,acc-25,1,245.0 GHS,Organic,4,Y
T8962,14/09/24,C1320,ACC-9,3,927.0 GHS,Referral,3,N
T8963,2024-08-02,C1614,Wig-CURL-32,3,42000.0 GHS,Referral,5,N
T8964,2025-01-03,cust_646,ACC-8,1,239.0 GHS,Email,5,TRUE
T8965,02/01/25,C1906,ACC-15,3,831.0 GHS,Organic,6,N
T8966,23-Mar-2025,C5364,Wig-CURL-32,2,28000.0 GHS,Referral,21,N
T8967,2025-01-07,cust_867,ACC-3,2,608.0 GHS,Organic,4,N
T8968,21-Jan-2025,C1691,Wig-SWISS-18,2,8400.0 GHS,Organic,33,N
T8969,20-Sep-2024,C4310,Wig-RED-14,1,7000.0 GHS,Organic,25,N
T8970,04/04/25,C3986,acc-25,-1,-245.0 GHS,Organic,3,N
T8971,2024-10-07,cust_1903,Wig-OMBRE-22,2,13600.0 GHS,Organic,39,N
T8972,2025-10-29,C3813,Wig-LUX-26,1,12500.0 GHS,Organic,4,N
T8973,2025-02-05,C771,Wig-Tpart-12,3,838.61 USD,Organic,6,N
T8974,14-Aug-2024,C313,ACC-2,1,154.0 GHS,Organic,3,Y
T8975,19-Jun-2025,cust_192,Wig-SWISS-18,2,8400.0 GHS,Google_Ads,4,Y
T8976,2025-01-06,C3760,ACC-24,3,36.2 USD,Organic,6,N
T8977,11-Mar-2025,C1413,Wig-SWISS-18,3,840000 NGN,Referral,23,N
T8978,21/07/25,C4798,acc-25,1,245.0 GHS,Google_Ads,3,N
T8979,28/03/25,cust_482,Wig-Tpart-12,3,700000 NGN,Email,38,NULL
T8980,14/06/25,C1726,ACC-7,3,76.11 USD,Google_Ads,3,N
T8981,2025-01-27,cust_4565,Wig-SWISS-18,3,12600.0 GHS,Referral,3,NULL
T8982,11/09/24,cust_2548,ACC-18,2,24266 NGN,Organic,4,N
T8983,2025-01-30,C537,ACC-5,2,548.0 GHS,Organic,3,N
T8984,16/11/24,C3920,ACC-13,3,645.0 GHS,Email,3,N
T8985,07-Sep-2024,C222,Wig-CURL-32,3,42000.0 GHS,Email,39,Y
T8986,29/10/24,cust_1752,ACC-7,2,39.43 USD,Organic,3,N
T8987,2025-05-30,cust_3780,ACC-6,3,357.0 GHS,Google_Ads,6,N
T8988,20/12/24,cust_2177,Wig-WAVY-20,2,16000.0 GHS,Referral,25,Y
T8989,13/10/24,cust_990,ACC-9,2,618.0 GHS,Email,5,TRUE
T8990,06-Sep-2025,C291,ACC-13,3,645.0 GHS,Organic,7,N
T8991,15/11/24,C3034,Wig-HDC-24,2,19000.0 GHS,Organic,20,N
T8992,24-Jul-2024,cust_1391,ACC-22,2,236.0 GHS,Organic,6,N
T8993,27/10/24,C3959,Wig-STRA-16,1,6500.0 GHS,Organic,3,N
T8994,2024-10-05,cust_1804,ACC-23,2,31.73 USD,Referral,6,N
T8995,2025-08-08,cust_3142,ACC-8,2,478.0 GHS,Meta Paid,3,N
T8996,16/07/25,C3235,ACC-1,1,263.0 GHS,Meta Paid,6,N
T8997,24-Aug-2025,C1122,ACC-18,2,364.0 GHS,Google_Ads,3,N
T8998,03/03/25,cust_174,ACC-8,2,478.0 GHS,Organic,3,NULL
T8999,24/03/25,C5249,ACC-21,2,36800 NGN,Organic,5,N
T9000,2024-10-27,cust_4834,ACC-19,3,32800 NGN,Email,3,N
T9001,2025-05-08,cust_2068,ACC-18,3,546.0 GHS,Meta Paid,3,N
T9002,24-Dec-2024,cust_3935,Wig-LUX-26,2,25000.0 GHS,Referral,5,NULL
T9003,21-Jan-2025,C44,Wig-Bone-30,3,1560000 NGN,Organic,7,N
T9004,10/09/25,cust_2149,ACC-8,1,239.0 GHS,Email,5,Y
T9005,02/09/25,C2468,ACC-20,3,291.0 GHS,Referral,3,N
T9006,03/05/25,cust_4717,ACC-11,2,358.0 GHS,Meta Paid,3,N
T9007,13/09/24,C3877,ACC-14,3,351.0 GHS,Organic,6,N
T9008,2025-10-02,cust_4211,ACC-15,1,277.0 GHS,Organic,3,N
T9009,09/09/25,C3443,Wig-Bone-30,3,23400.0 GHS,Organic,35,TRUE
T9010,29-Nov-2024,C4383,Wig-Short-10,3,11400.0 GHS,Organic,7,NULL
T9011,07/11/25,C5465,Wig-STRA-16,2,13000.0 GHS,Referral,43,N
